assists_diff,CC_diff,visionScore_diff,towerKills_diff,dragonKills_diff,won?,goldSpent,totalDamageDealtToChampions,deaths,baronKills,totalMinionsKilled,damage_per_death,damageDealtToObjectives,kills,totalHeal,win
-6.36,7.96,18.2,3.36,1.64,True,-1462.3053613053617,-1032.431235431235,-3.9860139860139867,0.32867132867132864,75.3892773892774,316.4389429104972,-3180.6761904761897,-0.32380952380952355,-1640.3238095238103,-0.21904761904761905
-6.76,3.88,14.32,2.64,2.12,False,-213.44781144781155,2208.363636363636,-2.538720538720539,0.37710437710437705,83.69696969696972,-776.306765190925,-7687.942857142858,-0.7523809523809524,-2516.361904761905,-0.29523809523809524
-0.56,-5.92,13.44,1.44,1.08,True,692.7623248572909,3523.0399584846928,-0.37259989621172807,0.35806953814218995,1.5490399584846983,177.69375153946567,603.1619047619042,1.095238095238095,-2866.2761904761883,-0.09523809523809523
-8.0,-6.44,3.96,1.16,0.16,True,-2190.5777777777785,-1157.7469534050178,-2.9333333333333336,-0.06021505376344086,21.620788530465944,707.8812209747921,5813.5428571428565,2.8761904761904757,1943.3619047619059,0.23809523809523808
-3.48,-7.64,-8.8,-0.28,-0.4,True,140.20650406504137,-611.9674796747968,-2.6276422764227636,0.4048780487804878,-4.5203252032520425,543.1726701430371,-1064.083333333333,-0.03333333333333233,-630.75,0.13333333333333347
3.56,5.96,-13.68,-0.56,-0.6,False,2272.5857345910317,6689.095748804755,3.8525649308696206,0.014084507042253521,-29.31761209458587,-232.35651871276923,1574.8666666666668,-0.34999999999999876,-1331.9166666666674,0.29999999999999993
3.68,-2.76,-8.48,-0.2,-0.24,False,1479.068726355612,2521.3402690205967,3.130306851618326,0.05128205128205128,-13.291929382093315,-504.78885706885603,-68.68333333333385,-2.0,-2914.216666666667,0.06666666666666671
-2.2,-2.24,-2.6,-1.24,-0.68,False,-2519.026287098728,-5278.245063597818,-0.16947304663840068,-0.7538461538461538,-1.9955178679588244,266.1638843101341,2147.366666666667,0.6999999999999993,-1289.0999999999995,0.06666666666666665
2.64,0.04,0.48,-1.76,-0.68,False,-1918.0668545081971,-4395.716956967213,-0.4748975409836067,-0.53125,-13.105020491803273,-1284.9287233401515,-1432.2380952380954,-0.8095238095238102,-2288.190476190477,0.2285714285714286
-0.16,-10.16,-5.0,2.2,0.64,True,137.64444444444598,-459.9925925925927,0.10962962962963019,0.2918518518518518,37.386666666666656,-915.38691108891,-2843.6800000000003,0.919999999999999,-155.92000000000098,-0.08000000000000007
-2.2,-1.0,2.32,-0.2,-0.76,False,-1269.0,-3085.5200000000004,0.1200000000000001,-0.03999999999999998,-27.11999999999999,-1762.8335892995892,-5171.76,-0.96,-1551.2799999999997,-0.2400000000000001
-5.56,-7.68,15.68,-0.6,0.48,True,-1615.4554838709682,-3146.032258064515,0.6838709677419352,0.05935483870967745,-5.655483870967743,836.1249169745602,1580.0190476190473,-1.5238095238095246,159.80952380952476,-0.2857142857142856
-4.04,-2.72,2.6,-3.04,-1.08,False,-2262.855532064834,-3998.5271317829465,1.7596899224806206,-0.7322057787174067,-11.248766737138823,21.171905501905258,-6011.933333333334,-0.1999999999999993,-3648.7000000000007,-0.29999999999999993
-1.04,-6.12,5.0,-0.04,-0.32,False,1012.861935483872,738.9122580645144,-0.9303225806451607,0.2425806451612903,32.677419354838705,-1259.3922485058802,1258.5600000000004,2.3600000000000003,-1931.2399999999998,0.040000000000000036
0.52,-2.6,11.04,0.52,0.08,True,-1146.2000000000007,-3675.0,-2.2,-0.12,-9.47999999999999,-1200.860043243793,1433.8499999999995,-0.6666666666666652,1424.2333333333331,0.2833333333333333
4.68,6.2,-1.24,-0.48,-0.36,False,2484.720000000001,6004.799999999999,2.2,0.08000000000000002,13.439999999999998,-661.0356800144305,3750.85,-0.5,1834.4500000000007,0.2833333333333334
1.64,1.0,-1.6,-0.36,-0.64,True,1515.9599999999991,1584.4799999999996,0.9199999999999999,0.2,-4.0,-392.9872020202024,3103.4799999999996,2.6399999999999997,632.7999999999993,0.07999999999999985
3.84,5.88,-9.08,0.48,-0.92,False,3008.76,8048.719999999999,3.3200000000000003,0.0,5.359999999999999,-1074.8046210403345,-271.88571428571413,-2.790476190476191,3377.6761904761906,-0.009523809523809601
-4.24,-17.56,-3.8,-0.64,-0.32,True,-956.7999999999993,-3691.6399999999994,-1.4399999999999995,-0.08,-7.359999999999999,415.4322306234076,-1657.9166666666672,-1.1666666666666679,-806.1333333333341,-0.08333333333333337
2.04,-3.24,-5.36,-1.2,-0.6,True,1062.0588235294126,3282.391176470588,-0.9588235294117649,-0.11764705882352941,-10.07205882352941,-147.05502180359372,-1539.6571428571426,0.5333333333333332,837.7904761904756,0.028571428571428636
1.0,-2.44,-15.16,-1.92,-1.2,True,-1015.6950904392761,-3864.5576227390175,-0.10335917312661458,0.02635658914728682,-18.855297157622743,60.316468984232415,-3065.5666666666666,-2.0166666666666666,-3190.333333333333,-0.14999999999999997
-1.32,0.76,-4.04,1.08,0.24,True,-806.0221130221144,825.6740376740381,-0.30794430794430827,0.17444717444717445,23.61015561015561,711.502051837052,6353.450000000003,-2.8,4198.000000000002,0.02499999999999991
6.24,5.28,-10.92,0.2,-0.6,False,1934.2399999999998,9072.760000000002,2.4399999999999995,0.0,13.0,461.37739054596113,-8971.276190476188,-6.723809523809525,-1605.8190476190484,-0.3999999999999998
-3.12,-3.2,8.28,0.8,0.08,True,-42.63999999999942,2733.199999999999,0.47999999999999954,0.12,21.64,-1619.0714594664605,1534.3500000000004,-0.38333333333333286,865.7666666666664,-0.08333333333333337
4.0,-4.04,5.36,0.76,0.48,True,-12.55999999999949,-1065.4799999999996,-0.96,0.27999999999999997,-60.24,-804.4655493712644,545.1333333333341,-0.5714285714285721,-2706.914285714285,-0.2095238095238096
0.76,-6.36,1.2,-1.64,-0.4,False,-1524.9406451612904,-2467.0438709677437,0.9135483870967738,-0.1741935483870968,-19.805161290322573,-2122.7433002645503,-3964.0,-1.0833333333333321,-1541.833333333334,-0.15000000000000002
-0.24,1.4,2.04,-1.0,0.0,False,-1209.126451612903,-5210.649032258065,1.258064516129032,-0.02709677419354839,-5.162580645161299,-948.6246866559363,-1871.5666666666666,-2.9000000000000004,-995.3166666666666,-0.08333333333333337
-0.48,4.92,-0.0,1.68,0.2,False,-960.0436507936511,-1940.0039682539682,0.4404761904761898,0.3015873015873016,-20.1468253968254,-611.5844794887648,2094.580952380952,-0.9047619047619042,-309.9619047619044,0.10476190476190478
-2.76,0.6,10.72,2.68,0.92,True,372.57692307692196,42.03846153846098,-2.115384615384616,0.34615384615384615,41.57692307692308,164.06080868205845,2062.399999999998,0.06666666666666643,325.71666666666806,-0.04999999999999993
1.92,-8.0,3.36,2.24,0.4,False,-204.70498084291285,-1885.0868454661559,-0.89272030651341,-0.06385696040868455,-15.614303959131547,1063.0611953046946,3006.999999999999,0.6399999999999997,-366.15999999999894,0.24000000000000005
6.44,5.44,2.96,1.12,0.16,True,2952.9367741935494,11526.225806451614,0.43354838709677423,0.05677419354838709,55.38709677419355,-471.64344317719315,7649.833333333333,3.666666666666666,7616.983333333335,0.3166666666666666
-1.84,-0.52,7.92,-0.56,0.32,False,-187.09037037036978,-3416.214814814817,2.5125925925925925,-0.014814814814814836,-32.7274074074074,391.5783101158099,-916.1000000000004,1.416666666666667,1377.9499999999998,-0.08333333333333343
4.36,-0.16,-5.0,-0.56,-0.56,False,-382.5599999999995,1112.3600000000006,-0.8800000000000008,-0.16,5.560000000000002,-263.6271552891558,1043.3200000000002,1.8400000000000007,609.1199999999994,-5.551115123125783e-17
1.36,2.0,6.64,0.4,0.36,True,795.9086672879785,377.5675675675666,-1.9953401677539606,0.0913327120223672,21.440820130475302,137.35123406005732,-2381.1714285714284,0.6095238095238091,583.3142857142857,-0.09523809523809523
-1.16,-1.36,-3.16,-0.12,-0.04,False,1289.2399999999998,3486.3200000000033,1.8800000000000008,0.039999999999999994,-12.920000000000002,89.83642355889742,-128.92000000000007,3.320000000000001,-625.5199999999995,5.551115123125783e-17
-2.72,4.08,-1.8,2.72,0.68,True,1550.918263090678,6382.2196679438075,-0.4878671775223502,0.45466155810983394,35.97573435504471,-747.1273293373297,2514.9500000000007,-3.099999999999998,2792.3499999999995,0.016666666666666496
3.64,3.44,-18.16,-1.6,-0.28,False,-1090.3754838709683,-1784.4709677419341,1.3845161290322583,-0.5419354838709678,-66.3148387096774,-633.5975816678447,3535.383333333335,0.34999999999999964,4534.716666666667,-0.3833333333333333
-4.56,-5.84,9.0,1.12,0.4,True,-191.61538461538476,-5026.461538461539,-1.0384615384615383,-0.038461538461538436,-19.807692307692307,-618.7306672031673,5924.549999999999,2.250000000000001,2237.3500000000013,0.16666666666666669
1.16,16.0,11.68,-0.6,-0.56,True,-3083.119999999999,-7548.520000000002,-1.2000000000000002,-0.040000000000000036,-52.36,-2500.394312770564,3636.8166666666675,1.6500000000000004,2144.6833333333334,0.06666666666666665
5.96,16.04,-3.52,0.4,-0.4,True,2802.3999999999996,9645.6,1.4399999999999995,0.08000000000000002,20.60000000000001,-414.01691738816817,4076.6499999999996,0.2500000000000009,1572.7666666666664,0.06666666666666671
-2.88,2.0,-2.96,-0.12,0.44,False,-1592.0400000000009,-2471.319999999998,-1.5599999999999996,0.0,-25.47999999999999,1074.8639536340843,6867.866666666667,2.8666666666666663,1577.5,0.11666666666666681
-1.36,-11.6,3.96,1.4,0.8,False,-1155.3999999999996,-5360.360000000001,-0.5599999999999996,0.16000000000000003,-6.560000000000002,836.8680418470435,531.5200000000004,3.12,3491.7999999999993,0.08000000000000002
2.6,8.68,-3.08,-1.72,-0.68,False,-1539.1200000000008,-5061.08,-0.40000000000000036,-0.24000000000000002,-54.879999999999995,684.4948950272296,-2570.319999999999,1.5599999999999996,227.4399999999987,-0.11999999999999988
-1.36,0.72,-2.8,-0.08,0.36,False,2801.2375757575755,6934.830303030303,0.4121212121212121,0.536969696969697,31.953939393939393,1177.7505235042718,1616.249999999999,-3.2499999999999996,115.42499999999927,-0.175
0.44,4.16,-1.88,0.52,0.36,True,1815.5145145145143,6513.542542542546,-0.5895895895895897,0.1731731731731732,52.16216216216216,2190.8015758547,-721.1750000000011,2.5250000000000004,10321.099999999999,-0.02499999999999991
3.4,-6.84,-2.16,0.48,0.56,True,1329.2802197802193,120.19780219780296,1.354395604395605,-0.09065934065934064,-18.25,934.2736949855698,3380.825,-0.25,2326.05,-0.09999999999999998
0.72,-0.36,-7.36,0.08,-0.4,True,2168.661538461538,3922.1162393162413,1.425641025641026,-0.1829059829059829,37.95897435897436,-1035.9815540836225,-1670.52380952381,-2.5142857142857133,1096.1809523809516,0.08571428571428563
-0.96,-3.24,-3.96,-1.0,-0.24,False,1391.0427350427344,1925.0940170940157,1.4572649572649565,-0.41880341880341887,17.391025641025635,-352.4251890701894,2334.8499999999995,0.36666666666666714,4056.3499999999995,0.25
1.68,-3.88,0.16,0.64,0.36,False,-694.5094339622638,-2358.7201926936978,2.7816138097149734,0.2127659574468085,-23.496186270574064,-234.59404324841762,-3191.5499999999984,-3.425,-2603.5249999999996,-0.07499999999999996
2.32,12.4,9.04,-0.56,0.16,True,1306.9979334098725,5580.431458094145,-3.1175660160734786,-0.11710677382319173,5.115040183696898,-538.6385810023316,2141.583333333335,-2.333333333333334,1690.1500000000005,0.11666666666666664
1.48,-0.88,-9.0,1.4,0.28,True,1059.8973090009276,-46.14661305289155,-0.47633776678008033,0.09433962264150944,17.503247757500773,-139.3242228406516,-1586.3523809523804,-0.9142857142857146,-941.5428571428565,-5.551115123125783e-17
0.04,0.6,-1.04,-1.72,-0.72,False,-1086.6017883755576,-6571.811028315944,3.210730253353204,-1.011028315946349,-4.145752608047687,-1814.7555066673126,-1415.7619047619046,-0.14285714285714413,-641.4285714285725,-0.3142857142857144
-2.76,-9.68,-4.28,1.64,1.0,True,9.372549019606595,-742.0535947712397,-2.708496732026144,0.07581699346405228,51.39477124183007,-1702.385852573353,821.8333333333339,-0.6333333333333329,1399.3000000000002,-0.01666666666666672
2.84,7.8,-3.44,0.64,0.36,False,-477.0303030303039,803.3682983682993,0.2564102564102564,-0.3473193473193473,-10.20046620046621,1384.6193201639621,-3287.3714285714304,-2.0285714285714276,-2260.142857142857,0.2952380952380953
0.92,-0.96,-6.16,0.68,-0.0,True,-1509.625615763547,-2277.8691062631933,-1.1759324419422947,0.3096410978184376,-19.80084447572132,2709.606328869931,-225.0000000000009,-3.7166666666666663,-503.08333333333394,0.15000000000000002
-4.04,-4.44,8.4,1.2,0.16,True,-2114.355555555556,-5620.940898345152,-4.8633569739952724,0.5333333333333333,7.200945626477548,854.2241043083909,1410.5904761904767,1.6952380952380954,1064.485714285714,-0.06666666666666665
2.2,-5.8,10.52,0.28,-0.04,True,-72.17650566487828,419.42814549791365,-2.890280262373286,0.3941562313655337,17.345259391771023,1079.5121102046091,-207.79999999999927,-2.616666666666668,-1237.6333333333337,-0.01666666666666683
0.2,-5.8,-3.28,0.52,0.64,False,-822.8965517241377,-3508.8620689655163,-1.137931034482759,0.06896551724137931,0.034482758620683285,130.0267165704654,5505.849999999999,0.2500000000000009,1659.7333333333336,-0.050000000000000044
1.64,1.96,-15.64,-0.24,-0.4,False,3000.7999999999993,6769.759999999998,2.3199999999999994,-0.12,6.360000000000014,1230.4731139717978,-1825.9666666666653,-3.2333333333333316,-562.3000000000011,0.11666666666666664
-3.64,-3.64,-6.96,-1.96,-0.64,False,530.2800000000007,1109.4000000000015,0.4800000000000004,-0.36,1.9200000000000017,-914.73630002551,883.8888888888887,2.9111111111111123,621.2222222222226,0.022222222222222254
-5.64,-12.44,-5.96,-1.32,-0.44,True,-584.4505494505484,-4702.164835164833,-0.23351648351648358,-0.14285714285714285,10.285714285714278,-260.1034021923497,5374.283333333333,2.500000000000001,3679.5166666666673,-0.050000000000000044
-1.44,-0.76,-3.44,0.88,-0.44,False,-53.80000000000109,-1019.5200000000004,-0.4399999999999995,-0.10285714285714287,16.8342857142857,-952.5807697589926,-8607.066666666666,-4.383333333333332,-1401.8333333333335,-0.16666666666666663
-3.12,-3.76,1.16,1.08,0.72,False,2081.4400000000005,5800.399999999998,0.040000000000000036,0.08000000000000002,23.120000000000005,430.66635392385433,-3425.4666666666653,-1.8333333333333321,822.916666666667,-0.10000000000000003
0.92,6.2,1.8,-1.16,-0.24,True,62.960000000000946,2103.239999999998,-0.08000000000000007,-0.16000000000000003,-24.559999999999988,597.2111399711398,-5012.480000000001,-2.200000000000001,-478.4800000000005,-0.039999999999999925
4.36,12.44,9.96,0.48,0.04,True,1585.800000000001,4396.160000000002,1.2000000000000002,0.2,-26.39999999999999,402.3152182077183,1649.3500000000022,3.166666666666668,278.7999999999993,0.35000000000000003
5.04,9.48,-0.4,-0.12,-0.24,False,644.2307692307695,3535.038461538461,2.3461538461538467,0.23076923076923073,-25.115384615384613,1128.2616482406484,-3091.4400000000005,2.6400000000000015,-584.1599999999999,0.12
7.24,8.92,-5.56,-1.6,-1.08,False,938.8275862068967,7313.724137931034,3.206896551724138,0.034482758620689655,-59.10344827586207,317.68167027416985,-467.23333333333085,0.0333333333333341,-336.40000000000055,0.1499999999999999
-4.16,-11.64,-4.36,-0.48,0.08,False,238.1463414634145,-289.2682926829257,1.1463414634146343,-0.024390243902439046,29.82926829268294,-1081.9320467032967,-196.21666666666624,0.18333333333333357,-3309.9333333333334,-0.033333333333333326
1.28,8.68,1.84,2.36,0.92,True,1369.076437587657,4278.478962131834,-1.4915848527349231,0.6318373071528752,23.067321178120636,-559.3090485902985,-3890.499999999999,-3.2333333333333316,-953.1333333333332,-0.09999999999999998
1.8,1.88,0.88,-0.52,-0.6,True,-1385.6794871794882,-1345.3226495726503,-1.5128205128205128,0.12606837606837606,-45.33547008547008,19.604365881033118,6300.600000000002,0.6222222222222227,1523.6444444444442,0.11111111111111105
-0.84,6.44,3.2,0.88,0.2,False,-1270.5918003565057,-3923.6274509803916,-0.14795008912655927,0.25668449197860965,-3.6791443850267456,-1404.71968975469,-3340.319999999998,-0.5600000000000014,-1135.3999999999996,-0.15999999999999992
1.0,-2.08,10.72,0.84,0.4,True,1889.2907735321533,8381.844361602984,0.9990680335507918,-0.07082945013979497,5.676607642124878,-1943.4265434005756,703.9047619047624,-1.2476190476190485,675.3714285714286,0.047619047619047616
-7.56,-15.76,-14.72,-1.56,-0.64,True,-3361.5018181818177,-11429.45090909091,-0.6121212121212123,-0.15636363636363637,4.0715151515151575,347.383181216931,-971.7166666666653,-0.4666666666666677,962.9833333333327,-0.016666666666666607
-2.44,0.6,4.32,2.52,1.04,True,303.7777777777774,3333.185185185186,-1.5925925925925926,0.18518518518518517,39.925925925925924,907.4888971213968,-9.649999999997817,-0.08333333333333304,-1139.9166666666679,-0.1166666666666667
-11.6,-16.84,15.76,1.24,0.96,False,-2194.4903225806465,-7592.694193548385,-2.1883870967741936,0.05806451612903224,28.627096774193554,-894.0451679105199,-1603.2400000000016,1.6400000000000006,2667.5199999999995,-0.039999999999999925
0.28,1.48,-5.64,-0.44,0.12,True,1353.708333333334,4734.840277777777,-0.12152777777777768,0.1423611111111111,2.4340277777777715,-439.23304709179774,3242.666666666665,0.4833333333333334,3220.7,-0.1499999999999999
0.72,8.24,-4.56,0.64,0.36,True,-746.3483870967739,2366.5548387096787,-0.556129032258065,0.35096774193548386,6.290322580645153,-69.95635895850137,7190.104761904762,2.7142857142857144,2024.3714285714295,-0.0761904761904762
-1.08,4.92,-2.36,-0.88,-0.36,False,864.060606060606,3255.8323232323237,1.5131313131313133,-0.1111111111111111,-5.438383838383835,435.10356834668573,-263.72,-1.8000000000000007,714.4000000000015,0.24
-2.08,5.2,0.92,-0.52,0.16,False,-1380.3194619588048,-4727.8066414459845,-0.10088272383354369,0.0,-9.173602353930224,102.49995245495256,-525.7666666666669,0.5333333333333332,1389.9333333333325,-0.15000000000000002
-4.32,-7.16,6.08,0.84,0.36,False,-632.2641509433961,-3952.7547169811332,-0.9811320754716988,0.03773584905660377,-11.20754716981132,197.30555398305432,-1541.5499999999997,-2.450000000000001,-1457.6499999999996,-0.03333333333333338
-0.44,0.92,-0.36,2.68,1.24,True,666.2685679426577,2025.7706268110414,1.5836510599359466,0.21168217172487416,1.4090285191398522,91.4063381063379,-168.11666666666588,0.016666666666666607,-3112.4666666666653,0.11666666666666659
